headline,label,category
Trump And His ‘Law And Order’ AG Sign Executive Orders Giving Cops Power To Shoot Black People,1,News
NC Students Pull Racist Prank On Their Classmates That’s Straight Out Of Trump’s Book,1,News
Germany's Greens want power plants shut as price of coalition,0,worldnews
Interior Department watchdog drops probe of threat to Alaska senator on healthcare,0,politicsNews
UCLA PLAYER’S FATHER Disses Trump On China Release…Downplays His Son’s Crime: ‘I’ve seen a lot worse’,1,politics
Frustrated Rubio Staffers Attack Robot Protester (PHOTOS/VIDEO),1,News
WATCH: Fox Women SHRED Male Colleague For Calling Trump The ‘Ultimate Feminist’,1,News
"WOW! THE WASHINGTON POST Publishes #RealNews Story About President Trump : Under Trump’s Leadership, Gains Against ISIS Have “Dramatically Accelerated”",1,politics
Trump's FBI comments to Russians were aimed at cooperation: aides,0,politicsNews
"WATCH: McCain Scorches His Own Party’s Sham ‘Investigation,’ Says Congress Is Not Credible In Russia Probe",1,News
Trump Took Federal Money Meant For Small Businesses Affected By 9/11 Attacks,1,News
Former U.S. officials to testify at May 8 Senate hearing on Russia probe,0,politicsNews
Pakistan's ruling party nominates ousted PM Sharif to lead it,0,worldnews
Tokyo Governor Koike: will examine steps to exit nuclear power dependence by 2030,0,worldnews
Factbox: The 11 candidates being considered for FBI director,0,politicsNews
Pakistanis worry that President Trump may favor rival India,0,politicsNews
The New York Daily News Brutally Rips Rudy Giuliani For Forgetting 9/11,1,News
WAPO: Trump Planning To Go Around Senate To Replace Sessions With A Loyal Stooge,1,News
"White House Staffer Admits, “This S***’s Hard” As The Trump Administration Faces Steep Learning Curve",1,News
Top tech executives to attend Trump summit on Wednesday: Recode,0,politicsNews
Democratic donor contacts Biden allies about possible run,0,politicsNews
"‘ALL HAT, NO CATTLE’: Sarah Sanders Hits Back At ‘Cowgirl’ Congresswoman’s Claim That Gen. Kelly Was Lying About Her [Video]",1,politics
FBI interviews Hillary Clinton in private server probe,0,politicsNews
"In rare official appearance, Oman's ruler meets Iranian minister",0,worldnews
Serbia's president eyes early parliamentary vote,0,worldnews
"Trump's Paris decision followed debate between moderates, anti-globalists",0,politicsNews
"'This is not a reality show,' Obama tells Trump",0,politicsNews
JUST IN: FBI Supervisor Fired For Anti-Trump Texts Oversaw Michael Flynn Interviews,1,politics
WHOA: It Appears Trump Leaked Classified CIA Info To Fox News,1,News
PERFECT! President Trump Is Laughing Hysterically In HILARIOUS New Video Featuring CNN Logo As Jim Carrey In “LIAR LIAR” Movie,1,politics
Bengaluru building collapse kills at least five: officials,0,worldnews
"WATCH: RNC Chair Loses It During Interview, Refuses To Answer Muslim Ban Question Honestly (VIDEO)",1,News
U.S. farm lobby turns up heat on Trump team as NAFTA talks near,0,politicsNews
This Anti-Semitic Trump Supporter Wants You To Know He’s Actually Just Racist (VIDEO),1,News
OUTSTANDING! WATCH Lee Greenwood Sing ‘God Bless The USA’ And Trump’s Reaction After [Video],1,politics
Trump tweet attacking Clinton employs image of Jewish star,0,politicsNews
Illinois judge to decide jurisdiction over Cruz eligibility complaint,0,politicsNews
Did UPS Secretly Fly “Refugees” Into U.S. From The Middle East? WATCH Governor Chris Christie’s Shocking Interview With Bill O’Reilly,1,politics
WATCH: PRESIDENT TRUMP’S Beautiful Video Honoring The Life Of Rosa Parks Reminds Everyone Of DISGUSTING Way President Obama Made Anniversary of Parks’ Brave Act About Him,1,politics
Trump Supporter Blows Up Fox Segment By Attacking Panelist’s ‘Big Boobs’ (VIDEO),1,News
"Harvard Republicans Disavow Trump, Call On The GOP To Abandon Him",1,News
Attorney General Sessions brushes off Trump criticism,0,politicsNews
"Trump Crosses The Line, Attacks Civil Rights Icon On Twitter",1,News
Cruz unleashes fury at Trump over Lee Harvey Oswald comment,0,politicsNews
BREAKING: Photo Of Terrorist Who Threatened To Kill 16 “White Devils” At U of Chicago Is Released,1,left-news
Czech president plans to appoint Babis's cabinet by mid-December,0,worldnews
NYC MAYOR DE BLASIO…Putting Illegal Aliens Before The Safety Of Americans: It’s Okay To Protect Illegal Alien Drunk Drivers [VIDEO],1,politics
"May weathers new challenges on Brexit plan, more to come",0,worldnews
Bill Maher In Hot Water Over Sick Sex Joke About Ivanka Trump [Video],1,politics
Concerned Adult Literally Pays Young Black Kids To Play Inside So Cops Don’t Shoot Them (VIDEO),1,News
Scalise in critical condition after attack by gunman at baseball field,0,politicsNews
Desperate Lindsey Graham Calls Clinton Foundation Controversy A “Gift From The Political Gods” (VIDEO),1,News
Syria Ceasefire Deal: A Cynical Ploy by Washington’s ‘Coalition’ to Buy Time for Terrorists,1,US_News
Trump’s First Stab At Hispanic Outreach Is Tweeting This Awful Picture Of Him Eating A Taco,1,News
"Iraqi army helicopter crash kills seven, military says",0,worldnews
Watch Father of #Benghazi Victim Slam Hillary: “My son would still be alive…” – #NeverForget The Benghazi Heroes 9/11/12 [Video],1,politics
Factbox: How South Africa's ANC will pick Zuma's successor,0,worldnews
"OBAMA BRAGS About Hijacking 1.35 Million Acres In Utah, Nevada…Despite Opposition…Posts Wrong Picture Of Land",1,politics
Iran deal's foes in U.S. Congress may be its unlikely saviors,0,politicsNews
Mauritius attorney general steps down amid money laundering probe,0,worldnews
(Video) Joe Biden Thinks China Is In North America,1,politics
'This is not a life': migrants stranded on Greek island,0,worldnews
RACISM MUCH? Black Cornell Students Protest a Pro-Black Protest Led by White Students,1,left-news
Trump Asks Advice From The Swamp He Promised To Drain – Americans Are OUTRAGED At What They Said,1,News
Watch Bernie Sanders DESTROY Republican Ranting About ‘Homos’ In The Military,1,News
First $200 admission for a Trump rally; more to come?,0,politicsNews
"Hillary Clinton is ‘Most Corrupt, Militaristic Candidate We Have Seen in Decades’",1,US_News
WATCH: Bernie Sanders Answers ‘Would You Be Hillary’s VP?’,1,News
Transgender advocates fear reversal of civil rights under Trump,0,politicsNews
Sean Hannity Is Totally Butthurt Over This Onion Picture,1,News
"Russian, Israeli leaders discuss Iran nuclear program, Syria, Iraq",0,worldnews
"Pence to preside over Senate tax bill vote, his office confirms",0,politicsNews
WATCH: Giuliani Demands That Democrats Apologize For Trump’s Racist Birtherism,1,News
"DRAMATIC TESTIMONY During Trump Town Hall: “Mr Trump, You Saved My Life” [Video]",1,politics
U.S. states mull contraception coverage as Obamacare repeal looms,0,politicsNews
UK aid minister to resign rather than be sacked: BBC cites source,0,worldnews
U.N. must take 'serious' action against North Korea over missile: Nikki Haley,0,worldnews
Magellan Midstream probes big Texas fuel spill during Harvey floods,0,worldnews
THOMAS SOWELL’S FINAL COLUMN: “…too many of our schools are producing artificial stupidity”,1,politics
U.S. academic groups oppose Trump's visa-vetting plans,0,politicsNews
AMERICAN WORKERS Scr@wed Over By Outsourcing Jobs Get Their Day In Court,1,politics
"Trump Whines About The Size Of His Inauguration Crowd, Threatens Media For Reporting Accurate Numbers",1,News
How Florida’s Lax Gun Laws Are Endangering The Public,1,News
THIS ONE VERY IMPORTANT THING THE MEDIA MISSED That Tells You How The Candidates Feel About America,1,politics
Trump order frees tax-exempt churches to be more politically active,0,politicsNews
Syrian refugees should return to calmer areas: Lebanon president,0,worldnews
Nigerian military says it repels suspected Boko Haram attack,0,worldnews
Russian security service says dismantles Islamic State sleeper cell,0,worldnews
"Congo elected to U.N. rights council; Britain, U.S. unhappy",0,worldnews
The U.S. Constitution Just Ruined Trump’s Day: He’s Now Being Sued For His Twitter Activity (DETAILS),1,News
Mattis reaffirms U.S. alliance with Japan 'for years to come',0,politicsNews
Syrian army takes full control of Deir al-Zor from Islamic State: observatory,0,worldnews
Former Zimbabwe finance minister Chombo to be held in custody until trial,0,worldnews
Senate intel panel to seek testimony from Trump Jr.: Senate source,0,politicsNews
The Art of the Deal: Why Putin needs one more than Trump,0,politicsNews
Japan PM aims to strengthen U.S. alliance under President Trump,0,politicsNews
Mexicans dismayed by rise of Trump's border wall,0,worldnews
The Trump Organization Is Busy Putting Pressure On Foreign Diplomats To Stay At His Hotel,1,News
Ex-Christie associates get up to two years in prison in 'Bridgegate' scandal,0,politicsNews
Uproar over whether FBI chief broke law by raising new Clinton emails,0,politicsNews
Trump Attacks Hillary In PSYCHOTIC Twitter Meltdown Over Vote Recount (TWEETS),1,News
Former Iraqi president Talabani buried in Kurdish home region,0,worldnews
New Trump travel order will aim to short circuit legal challenges,0,politicsNews
"Trump, China's top diplomat, discuss cooperation, possible Xi meeting",0,politicsNews
SAVAGE ANTI-TRUMP PROTESTERS Knock Out Innocent Man At Portland Airport: “That’s right Nazi boy!” [Video],1,politics
"Trump’s Salary Donation Is Just Bullsh*t PR, And Here’s Why",1,News
UK Prince Charles's tour of southeast Asia leaves out Myanmar,0,worldnews
HEARTBROKEN WOMAN IN TEARS After Boston Antifa Assaults Her: “I’m watching America be destroyed” [Video],1,politics
"Factbox: Republicans' Obamacare plan would dump Medicaid expansion, taxes",0,politicsNews
Kurdish leader Barzani resigns after independence vote backfires,0,worldnews
"Saudi Arabia to host ""expanded"" Syrian opposition conference",0,worldnews
"South Korea, Japan welcome U.S. relisting North Korea as sponsor of terrorism",0,worldnews
White Trump Supporter EXPLODES In Store After Black Employees Offer Her A Bag (VIDEO),1,News
Aide tries to refocus tax debate after Trump's corporate rate remark,0,politicsNews
RACIST OPRAH MAKES SAME MISTAKE…TWICE,1,politics
Factbox: What do the new U.S. sanctions on Russia target?,0,politicsNews
This Deranged Michigan Congressman Thinks Disaster Relief For Flint Is Unconstitutional: Here’s Why,1,News
Trump Supporters Force RNC To Close Convention’s Online Chat Over Jew-Bashing Comments (SCREENSHOTS),1,News
EPA head seeks to avoid settlements with green groups,0,politicsNews
Senate Asks For Defense Secretary’s E-mails After NYT Article [Video],1,Government News
KELLOGG’S PULLS ADVERTISING From Breitbart News As Punishment For Conservative News Slant…#BoycottKelloggs,1,politics
Turkey says Myanmar allows first foreign aid deliveries,0,worldnews
Conservative CNN Guest Commentator Mocks Liberal on Twitter…CNN Twists What He Said to Make it Look Like He’s Pro-Nazi…Severs Ties With Him,1,politics
China foreign minister says wants to manage disputes with U.S.,0,politicsNews
Ex-Trump adviser Flynn talking to Congress about testifying in Russia probe: lawyer,0,politicsNews
#Irma Update: Latest Look as Hurricane Strengthens to Cat 5…’A Great Danger to Florida Keys’,1,Government News
Erdogan tells Iraqi Kurds they will go hungry if Turkey imposes sanctions,0,worldnews
Donald Trump Just Posted The Weirdest Ad You’ll See This Entire Election (VIDEO),1,News
Trump to propose deduction on childcare spending: aide,0,politicsNews
U.S. top court may curb presidential appointment powers,0,politicsNews
House bill aims to identify lawmakers in sex harassment cases,0,politicsNews
"U.S., Gulf nations target Yemen terrorism financing",0,worldnews
The Boston Globe Releases Powerful Cover With This Simple Demand (IMAGE),1,News
YOU WON’T BELIEVE WHO DEFEATED A BILL IN JUNE TO ARM OUR SOLDIERS AT RECRUITING CENTERS AND BASES,1,politics
Trump Commerce nominee Ross to sell private equity firm stake,0,politicsNews
U.S. Senator Hatch says 25 percent corporate rate a challenge in tax reform,0,politicsNews
Canadian Woman DESTROYS Liberal Prime Minister Trudeau Over Socialist Carbon-Tax Policy: “How is it justified for you to ask me to pay a CARBON TAX when I only have $65 left of my paycheck every 2 weeks to feed my family?” [VIDEO],1,politics
McConnell SUPPRESSED Info That Russia Worked To Elect Trump – Threatened Obama If He Released It,1,News
BOOM! JUDGE JEANINE PIRRO: “New deep divisions are created by Obama” [Video],1,politics
DNC WILL SPEND $60 MILLION To Coronate Crooked Hillary…Says It’s Nobody’s Business Where Money Is Coming From,1,politics
Rudy Giuliani Turns Into A Blithering Idiot When Confronted By CNN Host (VIDEO),1,News
That Moment Conservative Star Milo Yiannopoulos Said It’s OK For ‘Older Men’ To Have Sex With Children (VIDEO),1,News
CITIZEN JOURNALIST Enters WH Press Room Yells Questions To Press…Liberals Have A Hissy Fit! [VIDEO],1,politics
JUDGE JEANINE PIRRO Rips Into Hillary Clinton On Her History Handling Terrorism [Video],1,politics
"Battered by cyclone, Philippines suffers flooding, landslides",0,worldnews
Obamanation: Watch Black Mob Attack Fair Ride Operator For The Lamest Reason Ever,1,left-news
NC Students Terrorize Minorities In Disgusting KKK Video; Their Punishment Is Shockingly Light,1,News
Spy chief pressed for number of Americans ensnared in data espionage,0,politicsNews
HUMAN SEXUALITY PROF Caught On Video Calling Trump Supporters “Terrorists” In Major Rant [Video],1,politics
Trump extracts pledge from Boeing on Air Force One costs,0,politicsNews
Trump's Strategic and Policy Forum to disband: source,0,politicsNews
"Bill Maher Has A Message For Trumpkins Regarding Hillary’s Health, And They Won’t Like It At All (TWEET)",1,News
CONSEQUENCES OF LIBERAL TOLERANCE: He Had An ISIS Flag Hanging From His Roof…Yet No One Reported Him? [VIDEO],1,politics
Over 9.2 million sign for Obamacare amid Trump repeal push,0,politicsNews
New York’s Attorney General Could Literally Put Trump Out Of Business,1,News
Mueller removed FBI agent from Russia probe for anti-Trump texts: reports,0,politicsNews
Hezbollah says U.S. sanctions aim to stir unrest in Lebanon,0,worldnews
WATCH: TOP 5 VIDEOS The Leftist Media Doesn’t Want You to See Of KID ROCK Giving Back To Others,1,politics
U.S. officials discussing withholding some aid to Egypt over NGO law,0,politicsNews
TINGLE UP HIS LEG? NBC Paid Off Chris Matthews Staffer After Sexual Harassment Claim,1,left-news
Trump appointee Gorsuch energetic in first U.S. high court arguments,0,politicsNews
